Node,degree,indegree_files_defines,outdegree_files_defines,indegree_files_calls,outdegree_files_calls,betweenness,closeness,pagerank,hubs,authorities,eigenvector,combined_score
\services\supabase\usage::saveUsage,0.05714285714285716,,,,,,0.11538461538461538,0.14060159035169922,7.156799144512767e-17,0.0981061015607183,0.11538461538461667,0.5266197798245068
\routes\discord,0.17142857142857146,,,,,,0.0,0.0,0.34418125197566496,1.248445129695558e-16,0.0,0.5156098234042366
\types\env::Env,0.028571428571428574,,,,,,0.07692307692307691,0.3221903601786171,7.156799144512767e-17,0.0025443033451700457,0.07692307692307775,0.5071522459413704
\schemas\chat,0.4000000000000001,,,,,,0.0,0.0,0.10463954166677251,1.1325966830753258e-16,0.0,0.5046395416667727
\services\supabase\organizations::getOrganizationOwnerDistinctId,0.05714285714285716,,,,,,0.11538461538461538,0.07620057724859355,7.156799144512767e-17,0.131992913570999,0.11538461538461667,0.4961055787316818
\routes\organizations\index,0.1428571428571429,,,,,,0.0,0.0,0.35139799761052554,1.1015205677301599e-16,0.0,0.49425514046766855
\lib\integrations\slack-app\codegpt\interfaces::CodeGPTResponse,0.05714285714285716,,,,,,0.11538461538461538,0.19689410899804374,7.156799144512767e-17,7.05432453756586e-17,0.11538461538461667,0.48480619691013305
\lib\integrations\slack-app\codegpt\interfaces::Message,0.05714285714285716,,,,,,0.11538461538461538,0.19689410899804374,7.156799144512767e-17,6.358066571542433e-17,0.11538461538461667,0.48480619691013305
\routes\bitbucket,0.1428571428571429,,,,,,0.0,0.0,0.3400550128485269,1.0031364637487308e-16,0.0,0.4829121557056699
\routes\gitlab,0.1428571428571429,,,,,,0.0,0.0,0.3400550128485269,9.589832352338661e-17,0.0,0.4829121557056699
\lib\utils::getTextFromFile,0.05714285714285716,,,,,,0.11538461538461538,0.10599595907325515,7.156799144512767e-17,0.0867292785307199,0.11538461538461667,0.4806373255160643
\lib\ai\metadata::generateMetadata,0.028571428571428574,,,,,,0.07692307692307691,0.2863914312698818,7.156799144512767e-17,0.011045601087400955,0.07692307692307775,0.4798546147748661
\schemas\chat::messageCreateShareAgentSchema,0.05714285714285716,,,,,,0.11538461538461538,0.046184552240500165,7.156799144512767e-17,0.1433257189859693,0.11538461538461667,0.4774223591385587
\services\supabase\index::supabase,0.028571428571428574,,,,,,0.07692307692307691,0.25059250236114655,7.156799144512767e-17,0.02711361431599124,0.07692307692307775,0.4601236990947211
\routes\agents\marketplace-favorites\index,0.1142857142857143,,,,,,0.0,0.0,0.3383285342566444,1.5149971384556653e-16,0.0,0.4526142485423588
\services\supabase\documents::getDocumentsWithStorage,0.05714285714285716,,,,,,0.11538461538461538,0.060054000307044976,7.156799144512767e-17,0.10341000150543479,0.11538461538461667,0.4513760897245691
\services\supabase\documents::createDocument,0.05714285714285716,,,,,,0.11538461538461538,0.060054000307044976,7.156799144512767e-17,0.10341000150543479,0.11538461538461667,0.4513760897245691
\services\supabase\documents::deleteDocumentById,0.05714285714285716,,,,,,0.11538461538461538,0.060054000307044976,7.156799144512767e-17,0.10341000150543476,0.11538461538461667,0.451376089724569
\routes\github-app,0.1142857142857143,,,,,,0.0,0.0,0.335769629680988,1.0299956910854861e-16,0.0,0.45005534396670244
\lib\integrations\slack-app\slack\verify-event::verificaSlackRequest,0.028571428571428574,,,,,,0.07692307692307691,0.23432026194808517,7.156799144512767e-17,0.030339288133111708,0.07692307692307775,0.44707713249878017
\routes\chat\lib\openai::openAICompletion,0.05714285714285716,,,,,,0.11538461538461538,0.06413974762815058,7.156799144512767e-17,0.09309678571898862,0.11538461538461667,0.4451486212592285
\lib\consts,0.28571428571428575,,,,,,0.0,0.0,0.14237367734254114,1.0882754459095609e-16,0.0,0.428087963056827
\types\index::Document,0.05714285714285716,,,,,,0.11538461538461538,0.042325006942718915,7.156799144512767e-17,0.06868237308918673,0.11538461538461667,0.3989194679439949
\lib\integrations\slack-app\slack\interfaces::AuthResponse,0.028571428571428574,,,,,,0.07692307692307691,0.1789946445436761,7.156799144512767e-17,0.00036870884242952917,0.07692307692307775,0.3617809358036889
\lib\integrations\slack-app\slack\services\supabase\interfaces::dbAgent,0.028571428571428574,,,,,,0.07692307692307691,0.1789946445436761,7.156799144512767e-17,1.9661605575931628e-05,0.07692307692307775,0.36143188856683534
\lib\tokenizer::tokenizer,0.028571428571428574,,,,,,0.07692307692307691,0.11673563774587575,7.156799144512767e-17,0.05999860965315557,0.07692307692307775,0.3591518298166147
\routes\chat\lib\codestral::codestralAutocomplete,0.028571428571428574,,,,,,0.07692307692307691,0.1288761440714468,7.156799144512767e-17,0.04352948745630408,0.07692307692307775,0.3548232139453342
\services\supabase\usage::UsageInsert,0.028571428571428574,,,,,,0.07692307692307691,0.1312627393320292,7.156799144512767e-17,0.0388271044187701,0.07692307692307775,0.35250742616838265
\schemas\user::userUpdateSchema,0.028571428571428574,,,,,,0.07692307692307691,0.1503555014166879,7.156799144512767e-17,0.014828969006901425,0.07692307692307775,0.3476020528411727
\lib\integrations\slack-app\slack\auth0::auth0Callback,0.028571428571428574,,,,,,0.07692307692307691,0.1269234752218794,7.156799144512767e-17,0.030343710360518986,0.07692307692307775,0.33968476799998176
\lib\integrations\slack-app\slack\services\supabase\channels::saveOrUpdateChannel,0.028571428571428574,,,,,,0.07692307692307691,0.1269234752218794,7.156799144512767e-17,0.03034365311958882,0.07692307692307775,0.3396847107590516
\schemas\metadata::metadataSchema,0.028571428571428574,,,,,,0.07692307692307691,0.08093670883714052,7.156799144512767e-17,0.060007452679248736,0.07692307692307775,0.32336174393397255
\lib\usage::createNewUsageObject,0.028571428571428574,,,,,,0.07692307692307691,0.08093670883714052,7.156799144512767e-17,0.06000745267924867,0.07692307692307775,0.3233617439339725
\lib\integrations\discord-app\services\supabase\interfaces::DiscordTokenResponse,0.028571428571428574,,,,,,0.07692307692307691,0.13808158293369305,7.156799144512767e-17,0.0003476005843017817,0.07692307692307775,0.32084676593557815
\lib\integrations\discord-app\services\supabase\interfaces::DbServers,0.028571428571428574,,,,,,0.07692307692307691,0.13808158293369305,7.156799144512767e-17,0.0003476005843017708,0.07692307692307775,0.32084676593557815
\routes\ip,0.05714285714285716,,,,,,0.0,0.0,0.2603089023392876,1.2131356711421405e-16,0.0,0.3174517594821449
\lib\utils,0.1142857142857143,,,,,,0.0,0.0,0.20065129117414254,1.1878308547352674e-16,0.0,0.3149370054598569
\services\supabase\agents::getMarketplaceAgentById,0.028571428571428574,,,,,,0.07692307692307691,0.052321511481997623,7.156799144512767e-17,0.0774551892670274,0.07692307692307775,0.31219428316660836
\lib\utils::cleanText,0.028571428571428574,,,,,,0.07692307692307691,0.05229756571015231,7.156799144512767e-17,0.07457761617955475,0.07692307692307775,0.30929276430729036
\lib\integrations\slack-app\slack\interfaces::SlackEvent,0.028571428571428574,,,,,,0.07692307692307691,0.12529625118057328,7.156799144512767e-17,2.4434844444401598e-05,0.07692307692307775,0.307738268442601
\schemas\document::webLinkSchema,0.028571428571428574,,,,,,0.07692307692307691,0.08949732227183804,7.156799144512767e-17,0.035209787961650335,0.07692307692307775,0.30712469265107173
\lib\utils::getConvertedText,0.028571428571428574,,,,,,0.07692307692307691,0.09665710805358513,7.156799144512767e-17,0.0274502813887717,0.07692307692307775,0.30652497185994015
\routes\user,0.1142857142857143,,,,,,0.0,0.0,0.1921588307023816,1.7608883745393262e-16,0.0,0.3064445449880961
\lib\integrations\github-app\utils::getUserData,0.028571428571428574,,,,,,0.07692307692307691,0.09665710805358513,7.156799144512767e-17,0.025919201269844625,0.07692307692307775,0.3049938917410131
\routes\chat\playground::chatPlayground,0.028571428571428574,,,,,,0.07692307692307691,0.02248907072471828,7.156799144512767e-17,0.09912289525333697,0.07692307692307775,0.30402954839563856
\schemas\models_pricing::EventSchema,0.028571428571428574,,,,,,0.07692307692307691,0.11455657250795268,7.156799144512767e-17,0.006892272087872554,0.07692307692307775,0.30386642701340855
\services\supabase\agents::getPublicAgentById,0.028571428571428574,,,,,,0.07692307692307691,0.05114132701247886,7.156799144512767e-17,0.06919350385722,0.07692307692307775,0.3027524132872822
\routes\ip::ip,0.028571428571428574,,,,,,0.07692307692307691,0.07756434596892635,7.156799144512767e-17,0.042725290022882945,0.07692307692307775,0.30270721840939263
\routes\chat\index::chat,0.028571428571428574,,,,,,0.07692307692307691,0.02248907072471828,7.156799144512767e-17,0.09720625597142525,0.07692307692307775,0.30211290911372685
\routes\agents\widget\index,0.08571428571428573,,,,,,0.0,0.0,0.21582062775417138,1.1350838469652074e-16,0.0,0.30153491346845723
\routes\widgets\index,0.08571428571428573,,,,,,0.0,0.0,0.21582062775417138,8.549632389788436e-17,0.0,0.30153491346845723
\services\supabase\profiles::getUserProfile,0.028571428571428574,,,,,,0.07692307692307691,0.07756434596892635,7.156799144512767e-17,0.04143088452655988,0.07692307692307775,0.30141281291306954
\routes\chat\extension::chatExtension,0.028571428571428574,,,,,,0.07692307692307691,0.023865952605823464,7.156799144512767e-17,0.09449599074378336,0.07692307692307775,0.30077952576719014
\routes\chat\marketplace\agents::chatMarketplace,0.028571428571428574,,,,,,0.07692307692307691,0.02248907072471828,7.156799144512767e-17,0.09468267926652174,0.07692307692307775,0.29958933240882335
\routes\agents\marketplace\index::marketplaceAgents,0.028571428571428574,,,,,,0.07692307692307691,0.07756434596892635,7.156799144512767e-17,0.03785667410011537,0.07692307692307775,0.297838602486625
\services\supabase\organizations::getOrganization,0.028571428571428574,,,,,,0.07692307692307691,0.06682466729630575,7.156799144512767e-17,0.048311867554331686,0.07692307692307775,0.2975541172682208
\routes\apikeys\index::apiKeys,0.028571428571428574,,,,,,0.07692307692307691,0.07756434596892635,7.156799144512767e-17,0.03529523235128378,0.07692307692307775,0.2952771607377935
\routes\metadata::metadata,0.028571428571428574,,,,,,0.07692307692307691,0.07756434596892635,7.156799144512767e-17,0.03379278015154573,0.07692307692307775,0.29377470853805543
\lib\integrations\discord-app\redirector::redirector,0.028571428571428574,,,,,,0.07692307692307691,0.08438318957059013,7.156799144512767e-17,0.026568523042837387,0.07692307692307775,0.29336929503101083
\services\ai\google\vertex\index::vertexAI,0.0,,,,,,0.03846153846153846,0.2147935734524114,7.156799144512767e-17,1.7203233467595313e-16,0.038461538461538866,0.29171665037548894
\services\ai\groq\index::groq,0.0,,,,,,0.03846153846153846,0.2147935734524114,7.156799144512767e-17,1.5088742201611708e-16,0.038461538461538866,0.29171665037548894
\services\ai\google\vertex\consts::VERTEX_MODELS_MAP,0.0,,,,,,0.03846153846153846,0.2147935734524114,7.156799144512767e-17,1.0002450058769439e-16,0.038461538461538866,0.2917166503754889
\services\ai\azure\consts::AZURE_MODELS_MAP,0.0,,,,,,0.03846153846153846,0.2147935734524114,7.156799144512767e-17,1.0030301432990128e-16,0.038461538461538866,0.2917166503754889
\services\ai\cohere\index::cohere,0.0,,,,,,0.03846153846153846,0.2147935734524114,7.156799144512767e-17,1.3648997470711594e-16,0.038461538461538866,0.2917166503754889
\services\ai\groq\consts::GROQ_MODELS_MAP,0.0,,,,,,0.03846153846153846,0.2147935734524114,7.156799144512767e-17,1.136132258578916e-16,0.038461538461538866,0.2917166503754889
\lib\integrations\slack-app\slack\modal-event::handleModalSubmission,0.0,,,,,,0.03846153846153846,0.2147935734524114,7.156799144512767e-17,1.2083129789006354e-16,0.038461538461538866,0.2917166503754889
\services\ai\mistral\consts::MISTRAL_MODELS_MAP,0.0,,,,,,0.03846153846153846,0.2147935734524114,7.156799144512767e-17,9.321614072054642e-17,0.038461538461538866,0.2917166503754889
\lib\chat\system-prompt::createSystemPrompt,0.0,,,,,,0.03846153846153846,0.2147935734524114,7.156799144512767e-17,9.980202120604982e-17,0.038461538461538866,0.2917166503754889
\services\ai\aws\consts::BEDROCK_MODELS_MAP,0.0,,,,,,0.03846153846153846,0.2147935734524114,7.156799144512767e-17,9.197841946137453e-17,0.038461538461538866,0.2917166503754889
\lib\integrations\slack-app\slack\command-event::handleCommand,0.0,,,,,,0.03846153846153846,0.2147935734524114,7.156799144512767e-17,1.2724493248989457e-16,0.038461538461538866,0.2917166503754889
\lib\numbers::normalizeFloat,0.0,,,,,,0.03846153846153846,0.2147935734524114,7.156799144512767e-17,1.2645352843213685e-16,0.038461538461538866,0.2917166503754889
\services\supabase\documents,0.20000000000000004,,,,,,0.0,0.0,0.090849301872255,1.0107692497135888e-16,0.0,0.29084930187225516
\services\supabase\agents::getMarketplaceAgentAsAnonymous,0.028571428571428574,,,,,,0.07692307692307691,0.04922352724951096,7.156799144512767e-17,0.05904222011745899,0.07692307692307775,0.2906833297845533
\routes\chat\widget::chatWidget,0.028571428571428574,,,,,,0.07692307692307691,0.023865952605823464,7.156799144512767e-17,0.08393798519296865,0.07692307692307775,0.29022152021637543
\routes\chat\share::chatShare,0.028571428571428574,,,,,,0.07692307692307691,0.021308886255199545,7.156799144512767e-17,0.0864209938567144,0.07692307692307775,0.29014746252949725
\lib\integrations\bitbucket-app\utils::getUserInfo,0.028571428571428574,,,,,,0.07692307692307691,0.07875764359921751,7.156799144512767e-17,0.02658070800440543,0.07692307692307775,0.28775593402120625
\lib\integrations\gitlab-app\utils::refreshAccessToken,0.028571428571428574,,,,,,0.07692307692307691,0.07875764359921751,7.156799144512767e-17,0.026580708004405398,0.07692307692307775,0.28775593402120625
\lib\integrations\bitbucket-app\utils::refreshAccessToken,0.028571428571428574,,,,,,0.07692307692307691,0.07875764359921751,7.156799144512767e-17,0.02658070800440543,0.07692307692307775,0.28775593402120625
\lib\integrations\gitlab-app\utils::getUserInfo,0.028571428571428574,,,,,,0.07692307692307691,0.07875764359921751,7.156799144512767e-17,0.02658070800440536,0.07692307692307775,0.2877559340212062
\services\supabase\documents::deleteDocumentBucket,0.028571428571428574,,,,,,0.07692307692307691,0.036188047701221485,7.156799144512767e-17,0.0662057846599508,0.07692307692307775,0.2848114147787556
\services\supabase\documents::retrieveDocumentContentsFromBucket,0.028571428571428574,,,,,,0.07692307692307691,0.036188047701221485,7.156799144512767e-17,0.06620578465995076,0.07692307692307775,0.2848114147787556
\services\supabase\documents::createDocumentBucket,0.028571428571428574,,,,,,0.07692307692307691,0.036188047701221485,7.156799144512767e-17,0.06620578465995075,0.07692307692307775,0.28481141477875555
\types\supabase::Database,0.028571428571428574,,,,,,0.07692307692307691,0.10228265402495774,7.156799144512767e-17,2.3352764915626736e-16,0.07692307692307775,0.2847002364425413
\schemas\chat::messageCreateWidgetSchema,0.028571428571428574,,,,,,0.07692307692307691,0.03221903601786169,7.156799144512767e-17,0.06903811897147244,0.07692307692307775,0.28367473740691745
\routes\chat\status\index::chatStatus,0.028571428571428574,,,,,,0.07692307692307691,0.07756434596892635,7.156799144512767e-17,0.023159227453019928,0.07692307692307775,0.2831411558395296
\routes\extensions\index::extensions,0.028571428571428574,,,,,,0.07692307692307691,0.07756434596892635,7.156799144512767e-17,0.023159227453019897,0.07692307692307775,0.2831411558395296
\routes\vscode\index::vscode,0.028571428571428574,,,,,,0.07692307692307691,0.07756434596892635,7.156799144512767e-17,0.023159227453019918,0.07692307692307775,0.2831411558395296
\routes\web::web,0.028571428571428574,,,,,,0.07692307692307691,0.041765417060191115,7.156799144512767e-17,0.05765519708316902,0.07692307692307775,0.28183819656094344
\routes\telemetry::telemetry,0.028571428571428574,,,,,,0.07692307692307691,0.0366512843589432,7.156799144512767e-17,0.06269894275636828,0.07692307692307775,0.2817678095328948
\routes\agents\widget\index::widgetAgent,0.028571428571428574,,,,,,0.07692307692307691,0.059664881514558725,7.156799144512767e-17,0.0393332900983601,0.07692307692307775,0.2814157540305021
\routes\widgets\index::widgets,0.028571428571428574,,,,,,0.07692307692307691,0.059664881514558725,7.156799144512767e-17,0.039333290098360035,0.07692307692307775,0.28141575403050206
\routes\agents\marketplace-favorites\index::marketplaceFavoriteAgents,0.028571428571428574,,,,,,0.07692307692307691,0.04892520284193813,7.156799144512767e-17,0.04867388182696968,0.07692307692307775,0.28001666708649114
\routes\documents::documents,0.028571428571428574,,,,,,0.07692307692307691,0.015305339171125941,7.156799144512767e-17,0.08215708505771886,0.07692307692307775,0.2798800066464281
\routes\github-app::githubApp,0.028571428571428574,,,,,,0.07692307692307691,0.04892520284193813,7.156799144512767e-17,0.048478778640603626,0.07692307692307775,0.2798215639001251
\routes\chat\freeplan::freePlanCompletion,0.028571428571428574,,,,,,0.07692307692307691,0.019391086492231577,7.156799144512767e-17,0.07626971011695341,0.07692307692307775,0.2780783790267683
\routes\text::text,0.028571428571428574,,,,,,0.07692307692307691,0.059664881514558725,7.156799144512767e-17,0.03502975026693578,0.07692307692307775,0.27711221419907783
\routes\me::me,0.028571428571428574,,,,,,0.07692307692307691,0.02983244075727935,7.156799144512767e-17,0.06379984511724511,0.07692307692307775,0.2760498682921078
\routes\chat\autocomplete::autocomplete,0.028571428571428574,,,,,,0.07692307692307691,0.027445845496697006,7.156799144512767e-17,0.06588549054442477,0.07692307692307775,0.2757489184587051
\lib\integrations\slack-app\app-flow\init-bot::selectWorkspace,0.028571428571428574,,,,,,0.07692307692307691,0.06248540318615609,7.156799144512767e-17,0.030372615159056576,0.07692307692307775,0.275275600762796
\services\supabase\agents::updateAgentImageByAgentId,0.028571428571428574,,,,,,0.07692307692307691,0.057278286253976386,7.156799144512767e-17,0.03511682031979005,0.07692307692307775,0.27481268899134975
\routes\organizations\index::organizations,0.028571428571428574,,,,,,0.07692307692307691,0.041765417060191115,7.156799144512767e-17,0.04967036054239186,0.07692307692307775,0.2738533600201663
\routes\chat\completion::chatCompletion,0.028571428571428574,,,,,,0.07692307692307691,0.02983244075727935,7.156799144512767e-17,0.06138008176239932,0.07692307692307775,0.273630104937262
\routes\bitbucket::bitbucketApp,0.028571428571428574,,,,,,0.07692307692307691,0.041765417060191115,7.156799144512767e-17,0.04880551685458023,0.07692307692307775,0.27298851633235466
\routes\gitlab::gitlabApp,0.028571428571428574,,,,,,0.07692307692307691,0.041765417060191115,7.156799144512767e-17,0.04880551685458019,0.07692307692307775,0.27298851633235466
\routes\github::github,0.028571428571428574,,,,,,0.07692307692307691,0.02983244075727935,7.156799144512767e-17,0.06008230476125466,0.07692307692307775,0.27233232793611734
\schemas\chat::noSessionChatSchema,0.028571428571428574,,,,,,0.07692307692307691,0.0277441699042698,7.156799144512767e-17,0.061369843895457236,0.07692307692307775,0.2715315962173104
\lib\integrations\discord-app\services\supabase\servers::deleteServer,0.028571428571428574,,,,,,0.07692307692307691,0.06136959241497467,7.156799144512767e-17,0.02658139453350375,0.07692307692307775,0.27036856936606174
\schemas\chat::autocompleteSchema,0.028571428571428574,,,,,,0.07692307692307691,0.03579892890873523,7.156799144512767e-17,0.050985624322928594,0.07692307692307775,0.26920213564924717
\routes\user::user,0.028571428571428574,,,,,,0.07692307692307691,0.04892520284193813,7.156799144512767e-17,0.0375292009408858,0.07692307692307775,0.26887198620040725
\routes\discord::discord,0.028571428571428574,,,,,,0.07692307692307691,0.0366512843589432,7.156799144512767e-17,0.04912012116185754,0.07692307692307775,0.2681889879383841
\schemas\chat::noAgentCompletionValidationSchema,0.028571428571428574,,,,,,0.07692307692307691,0.03818552416931757,7.156799144512767e-17,0.04648021554090318,0.07692307692307775,0.26708332212780406
\schemas\agent::agentCreateSchema,0.028571428571428574,,,,,,0.07692307692307691,0.052164153552728416,7.156799144512767e-17,0.03060867425659126,0.07692307692307775,0.265190410226903
\schemas\agent::agentUpdateSchema,0.028571428571428574,,,,,,0.07692307692307691,0.052164153552728416,7.156799144512767e-17,0.03060867425659125,0.07692307692307775,0.265190410226903
\schemas\agent::agentDocumentsSchema,0.028571428571428574,,,,,,0.07692307692307691,0.052164153552728416,7.156799144512767e-17,0.03060867425659126,0.07692307692307775,0.265190410226903
\lib\integrations\slack-app\slack\services\supabase\workspaces::deleteWorkspace,0.028571428571428574,,,,,,0.07692307692307691,0.0502114847031611,7.156799144512767e-17,0.031147661324084086,0.07692307692307775,0.2637767284448285
\lib\integrations\slack-app\slack\services\supabase\workspaces::readWorkspaces,0.028571428571428574,,,,,,0.07692307692307691,0.0502114847031611,7.156799144512767e-17,0.031147661324084083,0.07692307692307775,0.2637767284448285
\lib\integrations\slack-app\slack\services\supabase\workspaces::getAllWorkspacesByOrg,0.028571428571428574,,,,,,0.07692307692307691,0.0502114847031611,7.156799144512767e-17,0.03114766132408403,0.07692307692307775,0.26377672844482847
\routes\agents\index::agents,0.028571428571428574,,,,,,0.07692307692307691,0.027445845496697006,7.156799144512767e-17,0.05234431031928444,0.07692307692307775,0.26220773823356475
\routes\webhooks\models::modelsPricing,0.028571428571428574,,,,,,0.07692307692307691,0.04892520284193813,7.156799144512767e-17,0.029686691833393786,0.07692307692307775,0.26102947709291524
\routes\slack::slack,0.028571428571428574,,,,,,0.07692307692307691,0.025493176647129627,7.156799144512767e-17,0.052857804728387886,0.07692307692307775,0.2607685637931008
\lib\integrations\slack-app\app-flow\interfaces,0.2571428571428572,,,,,,0.0,0.0,0.0,1.281593500930393e-16,0.0,0.2571428571428573
\types\index::Channels,0.028571428571428574,,,,,,0.07692307692307691,0.02761631658673859,7.156799144512767e-17,0.04548399105789011,0.07692307692307775,0.25551789006221204
\routes\agents\marketplace\index,0.05714285714285716,,,,,,0.0,0.0,0.1964538531526287,9.072897081338623e-17,0.0,0.25359671029548597
\routes\text,0.08571428571428573,,,,,,0.0,0.0,0.15937691726814684,1.0192668908939773e-16,0.0,0.2450912029824327
